,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
41254,France,"Despite its underlying richness, this is a very structured wine, solidly based on dry tannins and firm acidity. This texture, which is also given extra liveliness by its red cherry fruits, suggests a wine for aging over 2–3 years.",Les Crots Vieilles Vignes,91,22.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Pascal Aufranc 2009 Les Crots Vieilles Vignes  (Juliénas),Gamay,Pascal Aufranc,red,no
41275,France,"A rich wine with spice and red fruits, the tannins well integrated. It shows aging potential both from its ripe fruit and its dry, firm core. The wine is very structured, powerful, a fine example of this exceptional vintage.",Les Charmes,91,,Beaujolais,Morgon,,Roger Voss,@vossroger,Jacques Charlet 2009 Les Charmes  (Morgon),Gamay,Jacques Charlet,red,no
41278,France,"Sweet strawberry and cherry fruits are the soft cover to this intensely tannic wine. That structure shows its power, concentration and ageworthiness. Keep for three years and the richness will be fully revealed.",Gamay,91,19.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Lucien Lardy 2009  Moulin-à-Vent,Gamay,Lucien Lardy,red,no
41293,France,"With firm tannins, rich berry fruits and more typical red cherry flavors, this has weight and a ripe juicy core. It's ready to drink, but could be kept for another year.",Gamay,86,10.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Barton & Guestier 2009  Beaujolais-Villages,Gamay,Barton & Guestier,red,no
41384,France,"Named after the small grey lizards that are common in Beaujolais, this is bright and friendly wine. It is soft with red fruits and balanced acidity. Perfumed and fruity, the wine is ready to drink.",Les Gatilles,86,22.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Château de Javernand 2014 Les Gatilles  (Chiroubles),Gamay,Château de Javernand,red,no
41993,France,"Very fresh, fruity and drinkable, this is a soft, red-cherry-flavored wine. Attractive acidity bursts out of the glass with a perfumed, tangy aftertaste. Drink now.",L'Enfer des Balloquets,87,22.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Robert Perroud 2014 L'Enfer des Balloquets  (Brouilly),Gamay,Robert Perroud,red,no
42060,France,"Light red cherry-flavored wine from a fine year for Beaujolais. The wine is all juicy fruit, rounded tannins and light, smoky acidity.",Gamay,84,10.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Barton & Guestier 2009  Beaujolais,Gamay,Barton & Guestier,red,no
42829,France,"Hints of smoky bacon and wood are now giving this wine some maturity. It has firm tannins still, but also a rich texture, with some red berries still present.",Cuvée de la Lure,89,20.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château de la Terrière 2008 Cuvée de la Lure  (Moulin-à-Vent),Gamay,Château de la Terrière,red,no
42839,France,"Tight and tannic, the wine reveals acidity, structure and red cherry juice flavors. There is a definite minerality here, giving the wine an austere feel. It needs a year or two to be at its best.",Grand Cras Vieilles Vignes,89,18.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Laurent Gauthier 2010 Grand Cras Vieilles Vignes  (Morgon),Gamay,Laurent Gauthier,red,no
42843,France,"There is an austere character to this wine, tannins edged with minerality. It has weight as well as concentration and, as compensation, sweet cherry juice to go with all this structure.",Gamay,89,19.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Henry Fessy 2009  Chiroubles,Gamay,Henry Fessy,red,no
43261,France,A light and fruity wine with a slight tincture of tannin and acidity. Red-cherry and banana flavors dominate this readily drinkable wine.,Les Violettes,85,12.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Barton & Guestier 2015 Les Violettes  (Beaujolais),Gamay,Barton & Guestier,red,no
43265,France,"From the heart of the Beaujolais Villages area south of the cru villages, this wine has a fresh feel to it. It is crisp with red cherry and lively acidity. The soft tannins just buoy up the wine and give it an attractive shape. Ready to drink now.",Prestige,85,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Cave du Château des Loges 2015 Prestige  (Beaujolais-Villages),Gamay,Cave du Château des Loges,red,no
43268,France,"From vines with an average age of 40 years old, this wine is the Duboeuf classic. It is soft, easy and fruity with its red fruits and gentle tannins. There is a dry edge to the wine, giving a touch of concentration. Drink this crisp wine now.",Flower Label,85,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Georges Duboeuf 2015 Flower Label  (Beaujolais-Villages),Gamay,Georges Duboeuf,red,no
43271,France,"Firm tannins make this wine solid and dry. It has banana and bright cherry fruits well integrated with the acidity. The aftertaste suggests the wine could benefit from a few more months before drinking, so wait until 2017.",Gamay,85,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine Foretal 2015  Beaujolais-Villages,Gamay,Domaine Foretal,red,no
43272,France,"A brand created by Pierre Ferraud in 1986, this is a ripe wine. It has red-cherry fruit that is rich and full of piquant flavor. The acidity goes through the fruitiness bringing a fresh aftertaste of red berries. Drink now.",Cuvée des Montagnards,85,,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Ferraud et Fils 2015 Cuvée des Montagnards  (Beaujolais),Gamay,Ferraud et Fils,red,no
43308,France,"This soft wine is very fruity, with banana and red cherry flavors, and very drinkable now. It has a bright feel to it, from the acidity and from the light, jaunty texture. Drink now.",Eté Indien,84,17.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Vignerons de Bel Air 2012 Eté Indien  (Brouilly),Gamay,Vignerons de Bel Air,red,no
43734,France,"Red fruit aromas, soft tannins and a warm feeling permeate this full, fruity wine. It has an open, generous texture, packed with cherry and red berry flavors and layered with acidity. The wine ends fresh and fruity with a touch of tannin.",L'Enfer des Balloquets,88,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Robert Perroud 2012 L'Enfer des Balloquets  (Brouilly),Gamay,Robert Perroud,red,no
43751,France,"From 45-year-old Gamay vines, Stéphane Aviron created an open, fruity wine that has fresh cherry flavors cut with acidity and a dry edge of tannin. A smoky as well as juicy character adds interest and spice.",Gamay,88,13.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Potel-Aviron 2014  Beaujolais-Villages,Gamay,Potel-Aviron,red,no
43763,France,"Chiroubles is highest of the Beaujolais cru villages, producing wines with good structure. This wine, with its firm tannins, shows some aging potential. It has acidity and ripe red-plum flavors over a dry core. Drink from 2017.",Eté Fleuri,88,18.0,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 Eté Fleuri  (Chiroubles),Gamay,Vignerons de Bel Air,red,no
43774,France,"Highly perfumed, this exotic wine has a strongly textured, scented character that masks the fruit. Red berries underlie the dry texture along with acidity, giving the wine a fresh and fruity aftertaste.",Gamay,88,25.0,Beaujolais,Juliénas,,Roger Voss,@vossroger,Pascal Aufranc 2014  Juliénas,Gamay,Pascal Aufranc,red,no
43960,France,"A smoothly ripe wine, with swathes of cherry and black currant fruits balanced by lively acidity. The wine, with its richness and the tannic structure, could well age for 3-4 years, although its fruitiness makes it delicious now.",Cuvée de la Lure,91,23.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château de la Terrière 2009 Cuvée de la Lure  (Moulin-à-Vent),Gamay,Château de la Terrière,red,no
43972,France,"Like many Beaujolais in 2010, this wine has a firm and tannic structure. Being Morgon, though, it also has power and richness, the black fruits intense, with acidity to balance. This could well age for 2–3 years and more.",Les Charmes,91,,Beaujolais,Morgon,,Roger Voss,@vossroger,Ferraud et Fils 2010 Les Charmes  (Morgon),Gamay,Ferraud et Fils,red,no
44331,France,"Made from the Domaine's oldest vines, this is a generous concentrated wine. With its ripe black fruits and firm tannins it is also a wine to age. It has perfumed black-cherry flavors that are enhanced and lifted by the acidity. Drink this wine from late 2017.",Diaclase,91,22.0,Beaujolais,Régnié,,Roger Voss,@vossroger,Domaine les Capréoles 2015 Diaclase  (Régnié),Gamay,Domaine les Capréoles,red,no
44333,France,"A family-owned vineyard on this famous slope in Morgon supplies the grapes to Duboeuf for the wine. It is structured and dense, full of black plum and berry flavors. Acidity cuts through the tannins, resulting in a wine that will age well. Drink from 2019.",Côte du Py,91,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Georges Duboeuf 2015 Côte du Py  (Morgon),Gamay,Georges Duboeuf,red,no
44548,France,"Very fresh, fruity and drinkable, this is a soft, red-cherry-flavored wine. Attractive acidity bursts out of the glass with a perfumed, tangy aftertaste. Drink now.",L'Enfer des Balloquets,87,22.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Robert Perroud 2014 L'Enfer des Balloquets  (Brouilly),Gamay,Robert Perroud,red,no
44561,France,"Ripe and soft, this 100% Gamay puts its fruitiness right on display. It is fully packed with red currants that are sustained by light, mineral-textured tannins. It is ready to drink. Consider giving it a light chill in the summer. Thomas Collange, the eighth generation, has joined dad Bernard in running the winery.",Tradition,87,15.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Colonat 2014 Tradition  (Beaujolais-Villages),Gamay,Domaine de Colonat,red,no
44563,France,"From vines around the village of Lancié (near Moulin-à-Vent and Fleurie), this ripe, warm rosé is full of red-berry fruits that have raspberry and tangy bitter orange flavors. It's rich, spicy and a rosé for food.",Rosé,87,15.0,Beaujolais,Beaujolais Rosé,,Roger Voss,@vossroger,Domaine des Nugues 2014 Gamay (Beaujolais Rosé),Gamay,Domaine des Nugues,rose,no
44566,France,This wine is rich and gently textured with acidity under the red-berry fruits. Hints of fruit tannins balance the essentially juicy character of the wine. Drink from the end of 2015. Most of the Les Merrains grapes come from the Ferraud family estate in Vaux en Beaujolais.,Les Merrains,87,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Ferraud et Fils 2014 Les Merrains  (Beaujolais-Villages),Gamay,Ferraud et Fils,red,no
44567,France,"More tannic structure than fruit at this stage, this is a firm, mineral-textured wine. A smoky, spicy character gives complexity, but also is still masks the red-currant fruits. Drink from 2016.",Château des Déduits,87,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2014 Château des Déduits  (Fleurie),Gamay,Georges Duboeuf,red,no
44568,France,"While this wine does have structure, it also offers some lean fruitiness. Plum skins, banana and tight black-currant flavors dominate, cut through with acidity. The wine has structure and some potential. Drink from late 2016.",Domaine de la Roche Noire,87,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2014 Domaine de la Roche Noire  (Moulin-à-Vent),Gamay,Georges Duboeuf,red,no
44765,France,"This is a very fine expression of this always richly structured appellation. It is still young, dominated by firm tannins as well as dark black fruits and the spice of wood aging. The acidity, the black cherry flavors and the density of the wine all suggest its great potential. Drink from 2020.",Grand Cras,93,22.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaines Dominique Piron 2015 Grand Cras  (Morgon),Gamay,Domaines Dominique Piron,red,no
44873,France,This ripe fruity wine is bursting with young red fruits. It has a fine structure that gives a core of dryness. It also has a crisp edge that brings out the fruit and the liveliness of this attractive wine. Ready to drink now.,Demoiselles,86,15.0,Loire Valley,,,Roger Voss,@vossroger,Domaine Sauvat 2016 Demoiselles Gamay,Gamay,Domaine Sauvat,red,no
45100,France,"With its intense acidity, this wine is still too young to drink. It has plenty of fruit, a cool texture and a crisp, berry fruitiness. Give it until mid-2015 to round out and be less acidic.",Gamay,85,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Jean-Marc Burgaud 2013  Beaujolais-Villages,Gamay,Jean-Marc Burgaud,red,no
45108,France,"While the wine is dominated by youthful acidity, it's red fruits and light structure promise an attractive future. It's fresh and very fruity, with spice and smokiness at the end.",Perle de Granit,85,41.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine de Colonat 2013 Perle de Granit  (Beaujolais-Villages),Gamay,Domaine de Colonat,red,no
45109,France,"This is a bright and fruity wine, fresh and full of strawberry, cherry and red stone fruits. Plenty of acidity is well integrated into the general fruitiness. Drink now.",Gamay,85,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine Dupeuble Père et Fils 2013  Beaujolais,Gamay,Domaine Dupeuble Père et Fils,red,no
45110,France,"This is a soft and perfumed wine, the red fruits hanging out easily with the acidity and gentle structure. It has a juicy character, hints of banana in the background and a fruity aftertaste.",Les Merrains,85,,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Ferraud et Fils 2013 Les Merrains  (Beaujolais-Villages),Gamay,Ferraud et Fils,red,no
45123,France,"Structured and tight, this shows more texture and acidity than fruit. It has a hard edge that suggests extraction and gives a bitter, too-acid aftertaste.",Gamay,85,14.0,Beaujolais,Beaujolais-Villages,,Roger Voss,@vossroger,Domaine André Colonge 2013  Beaujolais-Villages,Gamay,Domaine André Colonge,red,no
45132,France,"In a firm style, this is a dense wine, its black fruits packed into a solid structure. It has power as well as ripe fruit, with tannins and acidity, and is likely to age for a couple of years.",Gamay,90,15.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Joseph Drouhin 2009  Morgon,Gamay,Joseph Drouhin,red,no
45448,France,"Vinified without sulphur, this wine is all about fruit. It has red-berry flavors, ripe tannins and just the right amount of acidity to keep everything bright and fruity. The structure at this stage needs to soften and this fine, ripe wine will be better starting from 2018.",Les Roches,93,50.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Lucien Lardy 2015 Les Roches  (Fleurie),Gamay,Lucien Lardy,red,no
45474,France,"The aging potential of wines from this Beaujolais cru are apparent in this firm and structured wine. Dense with black fruits and with a mineral texture, it is a powerful wine from 70-yearold bush vines. The aftertaste with its acidity and dry edge confirms the aging, so drink from 2018.",Les Thorins,93,50.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Lucien Lardy 2015 Les Thorins  (Moulin-à-Vent),Gamay,Lucien Lardy,red,no
