,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,type,sparkling
40808,US,"This is the first Chenin Blanc from this up-and-coming winery. All native yeast fermented and aged in stainless steel, the aromas pop, with notes of pear, apple, lees and melon. Sleek in style, it brings a sense of brightness and purity of flavor and bright acids. Very varietally correct, it's a compelling example of Chenin in the state. Pair it with food to see it at its best.",Stoneridge Vineyard,90,20.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,W.T. Vintners 2016 Stoneridge Vineyard Chenin Blanc (Columbia Valley (WA)),Chenin Blanc,W.T. Vintners,white,no
40995,France,"Peach and pear flavors entwine with intense, youthful acidity in this bone-dry wine. It is taut and still developing fuller, fruity character. Very fresh, it needs time; drink from 2016.",Demoiselle Bleue,86,15.0,Loire Valley,Saumur,,Roger Voss,@vossroger,Alliance Loire 2014 Demoiselle Bleue  (Saumur),Chenin Blanc,Alliance Loire,white,no
41016,France,"This ripe, fruity wine has both freshness and a warmer, rounded character. Apricot and fresh white peach fruits are filled out with almond flavors as well as acidity. It's a wine to enjoy now, although it will be better from 2016",Réserve des Vignerons,86,14.0,Loire Valley,Saumur,,Roger Voss,@vossroger,Cave de Saumur 2014 Réserve des Vignerons  (Saumur),Chenin Blanc,Cave de Saumur,white,no
41019,France,"This fruity wine has fresh pineapple, peach and white fruit flavors. It is crisp and dry, with an attractive touch of honey. This would be a great partner with Asian foods.",Le Petit Chenin,86,13.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Château de la Roulerie 2014 Le Petit Chenin Chenin Blanc (Anjou),Chenin Blanc,Château de la Roulerie,white,no
41091,South Africa,"Vibrant and bright, this Chenin boasts lively notes of tropical fruit, white peach, blood orange and ripe melon. Balanced and refreshing with a clean, citrus-infused finish. Drink now.",Star Tree,86,10.0,Northern Cape,,,Lauren Buzzeo,@laurbuzz,Orange River Wine Cellars 2011 Star Tree Chenin Blanc (Northern Cape),Chenin Blanc,Orange River Wine Cellars,white,no
41649,France,"As the label says, the wine is off dry, but with its great, refreshing acidity, it is also crisp and fruity. Baked apples and citrus flavors mingle with a lightly mineral texture to give a lively, fragrant wine. Drink now.",Demi-Sec,87,17.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2012 Demi-Sec  (Vouvray),Chenin Blanc,Château Moncontour,white,no
41750,France,"With a nutty flavor fresh apples and pears and a touch of honey, this is a delicious wine. It is full of ripe fruit that has not lost its crisp, cool character. The wine has a mineral edge that gives it a fine tang as well as a tight texture. It's fresh although there are indications of bottle age which means it is ready to drink.",L'Ancestrale Brut,91,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2013 L'Ancestrale Brut  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
41835,France,"Even more concentrated than Huët's superb 2009 Première Trie, this is outstanding. It has both great concentration and elegance. The wine is touched by botrytis, while retaining freshness. Made from ripe, just shrivelling grapes, this is sweet Vouvray at its magnificent best.",Cuvée Constance 500ml,99,159.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2009 Cuvée Constance 500ml  (Vouvray),Chenin Blanc,Domaine Huët,white,no
41838,France,"This will be a wonderful wine. Already, it is fine, with lovely acidity, bright and richly sweet at the same time. Yellow fruits mingle with honey, pear, almonds and the intense sweetness of botrytis.",Le Mont Première Trie Moelleux,97,69.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2010 Le Mont Première Trie Moelleux  (Vouvray),Chenin Blanc,Domaine Huët,white,no
41839,France,"A majestic, magisterial wine, powered by superripe fruit as well as honey and a gorgeous ripeness. With years ahead of it, this will be superb.",Clos du Bourg Première Trie Moelleux,97,69.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2009 Clos du Bourg Première Trie Moelleux  (Vouvray),Chenin Blanc,Domaine Huët,white,no
41848,France,"A wine that just hints at its enormous future. It is opulent, rich, rounded, full of quince, spice, layers of honey and apricots. It is gorgeous without losing any freshness. Keep for seven years.",Clos du Bourg Moelleux,95,49.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2009 Clos du Bourg Moelleux  (Vouvray),Chenin Blanc,Domaine Huët,white,no
41852,France,"With so much intensity, botrytis and concentration, this is going to be impressive. It is still very young, at a closed stage, but the ripe currant as well as the honey dominate. Great wine.",Chenin Blanc,95,84.0,Loire Valley,Quarts de Chaume,,Roger Voss,@vossroger,Domaine des Baumard 2008  Quarts de Chaume,Chenin Blanc,Domaine des Baumard,white,no
41853,France,"Première Trie means a wine from the first selection of grapes during harvest. This wine, now firmly closed up, as is expected with Chenin Blanc, is headed towards an opulent future, even though the fruit is kept firmly in check by the long-term aging potential.",Clos du Bourg Première Trie Moelleux,95,75.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2006 Clos du Bourg Première Trie Moelleux  (Vouvray),Chenin Blanc,Domaine Huët,white,no
41864,France,"Exuberant wine, almost exotic in its flavors, with ripe currant and a lining of honey. Full in the mouth, intense and concentrated.",Le Haut-Lieu Demi-Sec,94,35.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Huët 2008 Le Haut-Lieu Demi-Sec  (Vouvray),Chenin Blanc,Domaine Huët,white,no
41874,US,"Lightly sweet and very fruity, this wine is an easy-drinking, rather light-bodied choice for a picnic or for anyone with a sweet tooth.",Chenin Blanc,85,13.0,California,Mendocino,,Jim Gordon,@gordone_cellars,Husch 2016 Chenin Blanc (Mendocino),Chenin Blanc,Husch,white,no
42004,US,"The charms of this full-bodied wine are mainly in the substantial and viscous texture, while mild mineral and apricot flavors provide subtle backup. Far from being simply fruity, the style emphaizes the soothing, mouth-coating feel of the wine.",Chenin Blanc,87,13.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Vinum 2014 Chenin Blanc (Clarksburg),Chenin Blanc,Vinum,white,no
42058,South Africa,Tropical fruit notes of pineapple and guava backed by accents of sweet grass and clementine citrus flesh out this white. Lively and slightly prickly on the palate.,The Game Reserve,84,16.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,Graham Beck 2009 The Game Reserve Chenin Blanc (Coastal Region),Chenin Blanc,Graham Beck,white,no
42539,South Africa,"There's great richness to the nose, with a seriously decadent and robust apple-pie aroma. The palate shows a bit more balance and restraint, with ripe flavors of fig and melon fleshing out the creamy texture but staying bright thanks to lifting acidity. The evolving finish transitions from fruit to spice and finally ends on a citrus pith flavor.",Platinum,90,30.0,Elgin,,,Lauren Buzzeo,@laurbuzz,Rudera 2009 Platinum Chenin Blanc (Elgin),Chenin Blanc,Rudera,white,no
42931,South Africa,"This is dainty and pretty, with solid floral aromas of peony and orange blossom that lift the pear and hard peach fruit backbone. Vibrant acidity keeps the palate fresh and the finish clean and mouthwatering. Drink now.",Chenin Blanc,87,11.0,Coastal Region,,,Lauren Buzzeo,@laurbuzz,MAN Vintners 2011 Chenin Blanc (Coastal Region),Chenin Blanc,MAN Vintners,white,no
43167,France,"Although Chenin Blanc from the Loire is better known, it does, in fact, have its origins in the Southwest. So it's a return of the native in this rich, smooth and floral wine. It is fruity while keeping a ripe, honeyed character that balances with a more citrus aftertaste. Drink now and until 2023.",Chenin de Mercuès,90,25.0,Southwest France,Côtes du Lot,,Roger Voss,@vossroger,Georges Vigouroux 2013 Chenin de Mercuès Chenin Blanc (Côtes du Lot),Chenin Blanc,Georges Vigouroux,white,no
43254,France,"Light in weight and feel, this tart Chenin leads with bright scents of green apple, plum and lemon peel. A hint of toasted oak dances in the background, adding a touch of depth and spicy character to the close. Linear and direct, this might benefit from a bit more time; try after 2017.",Dédicace,85,18.0,Languedoc-Roussillon,Limoux,,Lauren Buzzeo,@laurbuzz,Château Rives-Blanques 2015 Dédicace Chenin Blanc (Limoux),Chenin Blanc,Château Rives-Blanques,white,no
44051,US,"Expensive for this varietal, and also for Napa Valley. Pippin apple and spearmint aromas lead to apple and citrus flavors. It's very dry, with somewhat high acidity, a steely wine with similarities to Fumé Blanc. There's a tart, sour finish that suggests sushi. —S.H.",Reserve,88,22.0,California,Napa Valley,Napa,,,Casa Nuestra 2000 Reserve Chenin Blanc (Napa Valley),Chenin Blanc,Casa Nuestra,white,no
44249,US,"Racy and brisk, clean and tart, this shows Meyer lemon, lime, white peach, mineral and white pepper aromas. Thankfully, it's very dry in taste, with exotic tropical-fruit, cashew and white flower flavors wrapped into a creamy, smoky mouthfeel. One of the best California Chenin Blancs in recent years.",Signature,92,30.0,California,Napa Valley,Napa,,,Chappellet 2010 Signature Chenin Blanc (Napa Valley),Chenin Blanc,Chappellet,white,no
44259,South Africa,"There's a pleasingly tart green character to this wine, with crisp, refreshing aromas and flavors of green pear, plum, melon rind, grapefruit peel and pineapple core. The fruity mélange is easy and juicy on the palate, finishing lively and mouthwatering. Drink now.",Chenin Blanc,88,18.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Protea 2014 Chenin Blanc (Western Cape),Chenin Blanc,Protea,white,no
44402,France,This single-vineyard wine has great aging potential. The minerality and tension in this wine with its apple fruit and texture is still resolving itself. Wait at least until 2019 before drinking.,Le Clos,91,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2014 Le Clos  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
44506,US,"Aged in a mixture of concrete and stainless steel, this wine offers notes of melon, canteloupe and spice that intrigue. The just off-dry flavors are well balanced, possessing a textured feel.",Old Vine Willard Vineyard,88,,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,J. Bookwalter 2015 Old Vine Willard Vineyard Chenin Blanc (Yakima Valley),Chenin Blanc,J. Bookwalter,white,no
44556,US,"The charms of this full-bodied wine are mainly in the substantial and viscous texture, while mild mineral and apricot flavors provide subtle backup. Far from being simply fruity, the style emphaizes the soothing, mouth-coating feel of the wine.",Chenin Blanc,87,13.0,California,Clarksburg,Central Valley,Jim Gordon,@gordone_cellars,Vinum 2014 Chenin Blanc (Clarksburg),Chenin Blanc,Vinum,white,no
44618,France,"Soft, fruity and with a ripe almond character, this is a bone dry Chenin. It has a delicious, juicy feel, crisp with tight acidity and minerality. Drink now for its freshness.",Sec,88,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Vignoble Brisebarre 2012 Sec  (Vouvray),Chenin Blanc,Vignoble Brisebarre,white,no
45082,South Africa,"An elegant combination of citric zest and honeyed curve typifies this wine. On the palate, rounded, luscious honey flavors are balanced by acid and a clean finish. A wine with some substance that will pair well with richer seafood.",Chenin Blanc,87,12.0,Stellenbosch,,,Susan Kostrzewa,@suskostrzewa,Kanu 2007 Chenin Blanc (Stellenbosch),Chenin Blanc,Kanu,white,no
45425,South Africa,"A gorgeous, single-vineyard Chenin Blanc that shows great complexity and balance. The bouquet is initially seductive and oaky, but it subsides with time to integrate with the ripe melon, mango and yellow peach scents. Developed and slightly honeyed, the palate is lush and round. Almond, honeysuckle and soft sweet spice flavors stay through the long close. Tasty now, but should age nicely through 2015.",Honeybunch Reserve,91,39.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Remhoogte 2010 Honeybunch Reserve Chenin Blanc (Stellenbosch),Chenin Blanc,Remhoogte,white,no
45446,South Africa,"An elegant and refined Chenin that shows superb balance and the potential to age gracefully for another five years, at least. Lush and rich, this has a smooth texture and a round but lifted palate. Aromas and flavors of baked apple and toast are layered with sweet citrus and honeyed richness. The long, strong finish leaves sultry sweet spice and nutty accents behind.",Chenin Blanc,91,29.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,de Trafford 2009 Chenin Blanc (Stellenbosch),Chenin Blanc,de Trafford,white,no
46151,France,"From an organic parcel of vines, this floral and honey-flavored wine is superbly rich. The 12 months in wood adds spice and a touch of toast as well as giving the wine a delicious oxidative edge. It is an opulent wine, hinting at honey, with ripe melon and quince flavors. Drink this impressive wine from 2021.",Le Clos,95,40.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Domaine Vincent Carême 2015 Le Clos  (Vouvray),Chenin Blanc,Domaine Vincent Carême,white,no
46183,Israel,"Soft aromas of grapefruit, sage and lavender lead to flavors of green apple, eucalyptus, and aniseed. This wine has a pleasant balance of fresh fruit and cool herbal notes. It is smooth on the palate with a cooling lemon-rind finish.",Estate Bottled,89,25.0,Galilee,,,Mike DeSimone,@worldwineguys,Domaine Netofa 2013 Estate Bottled Chenin Blanc (Galilee),Chenin Blanc,Domaine Netofa,white,no
46826,US,"By “soft” the winery means sweet. This is a low-acid style, showing flavors of pear, melon and mango. It's a good sipping wine, but perhaps a bit too soft for most foods. —P.G.",Soft,86,6.0,Idaho,Idaho,,Paul Gregutt,@paulgwine ,Ste. Chapelle 2001 Soft Chenin Blanc (Idaho),Chenin Blanc,Ste. Chapelle,white,no
47473,France,"Like most Savennières, this is a dry wine. Yet it is so rich, rounded and packed with ripe tropical fruits. The texture is opulent, smooth, creamy and concentrated. It needs to age for at least fours years.",Château de la Mulonnière l'Effet Papillon,91,38.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Guy Saget 2009 Château de la Mulonnière l'Effet Papillon  (Savennières),Chenin Blanc,Guy Saget,white,no
